solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,0,10,host,0.031796296,0.0317698715,0.00331233,3.0216e-05,0.022007276,4.635e-05,2.9084e-05,1.0095e-05,0.005366173,1.1267e-05,0.001011768,0.004346141,0.027357084,9.7927e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,1,10,host,0.006131761,0.006128637,0.003109447,2.2423e-05,0.001866752,2.1903e-05,1.348e-05,1.0186e-05,8.3876e-05,9.72499999999e-06,0.001003335,0.004120484,0.001950247,6.3676e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,2,10,host,0.004410179,0.00440764,0.003102856,2.0741e-05,0.000153771,1.981e-05,1.1287e-05,9.605e-06,8.4316e-05,9.405e-06,0.00099952,0.004113583,0.000237065,5.9251e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,3,10,host,0.00441114,0.0044069585,0.003106933,2.0881e-05,0.00015334,1.977e-05,1.1347e-05,9.785e-06,8.2394e-05,9.58500000001e-06,0.001001764,0.004120044,0.000235734,6.0021e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,4,10,host,0.004409718,0.004406333,0.003098891,2.0691e-05,0.0001534,1.9379e-05,1.1337e-05,9.724e-06,8.4998e-05,9.354e-06,0.001002564,0.004112361,0.000238028,5.9148e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,5,10,host,0.004412272,0.004407595,0.003105771,2.1312e-05,0.000154872,1.982e-05,1.1287e-05,9.71499999999e-06,8.019e-05,9.58399999999e-06,0.00100605,0.004118741,0.00023355,5.972e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,6,10,host,0.004397299,0.00439432,0.003100002,2.1081e-05,0.000149595,1.938e-05,1.1327e-05,9.63400000001e-06,8.0731e-05,9.56399999999e-06,0.00099989,0.004111219,0.000230326,5.9659e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,7,10,host,0.004416468,0.0044102135,0.003101304,2.1161e-05,0.000158968,1.976e-05,1.1237e-05,9.704e-06,8.3135e-05,9.63400000001e-06,0.001004447,0.004115276,0.000240641,6.0259e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,8,10,host,0.004401395,0.0043990415,0.003100593,2.0741e-05,0.000153831,1.9549e-05,1.1387e-05,9.95499999998e-06,8.1783e-05,9.384e-06,0.001000732,0.004108766,0.000235614,5.9389e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,9,10,host,0.004405732,0.0044021065,0.003104609,2.0561e-05,0.00015376,1.964e-05,1.1257e-05,1.0135e-05,8.1582e-05,9.545e-06,0.001001593,0.004111611,0.00023405,5.979e-05
