solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,0,10,device,0.045242184,0.0452396755,0.003300543,3.1457e-05,0.039343672,4.4447e-05,2.8933e-05,1.0505e-05,0.001474673,1.2129e-05,0.001010317,0.004339793,0.040818195,9.7086e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,1,10,device,0.004353083,0.004351761,0.003115996,2.2584e-05,0.000151648,2.051e-05,1.3351e-05,1.0266e-05,1.6575e-05,9.79499999999e-06,0.000997497,0.00412456,0.000167021,6.3145e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,2,10,device,0.00420498,0.004204019,0.003103126,2.0932e-05,1.8148e-05,1.9539e-05,1.1187e-05,9.87499999999e-06,1.8388e-05,9.71399999999e-06,0.000997076,0.004110048,3.5353e-05,5.9899e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,3,10,device,0.004212021,0.004209798,0.003110919,2.1222e-05,2.5488e-05,1.9399e-05,1.1547e-05,9.92499999999e-06,1.3831e-05,9.61399999999e-06,0.000998268,0.004116359,3.8748e-05,6.016e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,4,10,device,0.004211551,0.004210524,0.003104559,2.0752e-05,1.7416e-05,1.9449e-05,1.1467e-05,9.50499999999e-06,2.3255e-05,9.56399999999e-06,0.000998939,0.004113624,3.9869e-05,5.927e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,5,10,device,0.004209687,0.00420517,0.003106622,2.1192e-05,1.7967e-05,1.9559e-05,1.1427e-05,9.77399999999e-06,1.5543e-05,9.594e-06,0.001000662,0.004117018,3.351e-05,6.0119e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,6,10,device,0.004207845,0.004205396,0.003102526,2.1562e-05,1.8979e-05,1.9229e-05,1.1387e-05,9.95500000001e-06,1.97e-05,9.68499999998e-06,0.000998769,0.004112682,3.8368e-05,6.0431e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,7,10,device,0.00421122,0.004210529,0.003102556,2.1362e-05,2.2724e-05,1.977e-05,1.1287e-05,9.99500000001e-06,1.7616e-05,9.74500000001e-06,0.000998759,0.004112051,4.034e-05,6.0872e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,8,10,device,0.004207624,0.0042037435,0.003103587,2.1613e-05,1.7867e-05,1.9389e-05,1.1447e-05,1.0105e-05,1.7446e-05,9.535e-06,0.001001122,0.004113502,3.4231e-05,6.0642e-05
tdma,cuda-cxx,2,128,128,4096,16384,2048,2048,9,10,device,0.004204619,0.004204149,0.003100713,2.1231e-05,1.9379e-05,1.9089e-05,1.1307e-05,9.72399999999e-06,1.8678e-05,9.71399999999e-06,0.000998138,0.004110158,3.8057e-05,5.9758e-05
