solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,mpi_mode,solution_sum,solution_l2,solution_linf,sample_z0,sample_zmid,sample_zlast,expected_value,max_abs_error_to_expected
tdma,cuda-cxx,4,128,128,8192,16384,2048,2048,device,134217728.0000013,11585.23750296061,1.000000000007399,1.000000000000002,1.000000000007266,1.000000000000005,1,7.398748280706968e-12
