solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,0,10,device,0.189625117,0.1896012885,0.001817297,8.5158e-05,0.185429521,9.5884e-05,4.3255e-05,2.4177e-05,0.019001024,2.5748e-05,0.000513842,0.00236566,0.18707509,0.000218308
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,1,10,device,0.002431199,0.002420736625,0.00155286,6.4767e-05,0.00011305,6.2013e-05,1.991e-05,2.34450000001e-05,8.92139999999e-05,2.3135e-05,0.000497737,0.002069687,0.000194292,0.000172989
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,2,10,device,0.002340853,0.00232982025,0.00155259,6.4537e-05,5.5252e-05,6.0621e-05,1.80369999999e-05,2.32449999999e-05,6.0481e-05,2.2855e-05,0.000498979,0.002063666,0.000115733,0.000170646
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,3,10,device,0.002349656,0.002338446875,0.001549335,6.3425e-05,7.0335e-05,6.014e-05,1.7797e-05,2.3095e-05,6.34349999999e-05,2.3505e-05,0.000496616,0.002060522,0.00012651,0.000170065
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,4,10,device,0.0023461,0.00233312475,0.001551438,6.5138e-05,6.1352e-05,6.0992e-05,1.7727e-05,2.33249999999e-05,6.0971e-05,2.3205e-05,0.000496385,0.002065329,0.000117497,0.00017266
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,5,10,device,0.002335215,0.002331076125,0.001553281,6.2874e-05,6.4417e-05,6.0712e-05,1.7837e-05,2.3545e-05,5.338e-05,2.3285e-05,0.000498368,0.002062926,0.000113741,0.000170416
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,6,10,device,0.002344929,0.0023309555,0.001549716,6.3335e-05,6.7071e-05,5.99999999999e-05,1.7797e-05,2.27739999999e-05,5.6875e-05,2.3215e-05,0.000498678,0.002064388,0.000120991,0.000169074
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,7,10,device,0.00235226,0.002344657625,0.00155272,6.3465e-05,7.0927e-05,6.1022e-05,1.7687e-05,2.2984e-05,6.50179999999e-05,2.3115e-05,0.000495444,0.002062546,0.000128863,0.000170135
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,8,10,device,0.002333903,0.002324023875,0.001549626,6.3185e-05,5.4421e-05,6.0361e-05,1.7907e-05,2.3255e-05,5.44619999999e-05,2.3044e-05,0.000497747,0.002064148,0.00010735,0.000169323
tdma,cuda-cxx,8,128,128,8192,16384,1024,1024,9,10,device,0.002332721,0.002325657875,0.001551378,6.3135e-05,5.2359e-05,6.08510000001e-05,1.7746e-05,2.31850000001e-05,5.7206e-05,2.34450000001e-05,0.000501723,0.002062666,0.000108453,0.000170616
