solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,0,10,device,0.10878393,0.10874745725,0.002462565,4.9424e-05,0.102805789,6.0931e-05,5.8338e-05,1.4612e-05,0.008793656,1.7997e-05,0.00069961,0.003193171,0.105456216,0.000142864
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,1,10,device,0.003288254,0.003285187,0.002257167,3.9569e-05,0.000196525,3.7266e-05,1.5644e-05,1.4532e-05,4.1723e-05,1.4502e-05,0.000684347,0.002956928,0.000237467,0.000105397
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,2,10,device,0.003121514,0.003119634,0.002245539,3.7166e-05,4.9575e-05,3.5633e-05,1.4421e-05,1.4242e-05,3.6274e-05,1.4692e-05,0.000683015,0.002942785,8.3195e-05,0.000101443
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,3,10,device,0.003115686,0.00311362525,0.002249156,3.7877e-05,4.9274e-05,3.6024e-05,1.4111e-05,1.4171e-05,3.35e-05,1.4422e-05,0.000682154,0.002945021,7.8558e-05,0.000101843
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,4,10,device,0.003124118,0.003121056,0.002250938,3.6685e-05,5.0697e-05,3.5333e-05,1.4121e-05,1.4101e-05,4.7411e-05,1.4632e-05,0.000684076,0.002946272,8.4757e-05,0.000100661
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,5,10,device,0.003121785,0.00311770375,0.002248595,3.995e-05,4.5959e-05,3.8137e-05,1.4181e-05,1.4222e-05,3.6325e-05,1.4622e-05,0.000683636,0.002945751,8.0291e-05,0.000103265
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,6,10,device,0.003117729,0.0031159865,0.002249717,3.7556e-05,4.9885e-05,3.6074e-05,1.4071e-05,1.4011e-05,3.3821e-05,1.4612e-05,0.000682494,0.002945661,8.37060000001e-05,0.000101573
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,7,10,device,0.003117548,0.003114416,0.002245239,3.6525e-05,4.5599e-05,3.4993e-05,1.4341e-05,1.4382e-05,3.5593e-05,1.6735e-05,0.000683315,0.002940112,7.8026e-05,0.000101283
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,8,10,device,0.003116757,0.0031143135,0.00224576,3.6635e-05,4.9805e-05,3.5614e-05,1.4141e-05,1.4532e-05,3.1236e-05,1.4111e-05,0.000682254,0.002941203,8.019e-05,0.00010018
tdma,cuda-cxx,4,256,256,4096,65536,1024,1024,9,10,device,0.003113753,0.003110821,0.002246461,3.6956e-05,4.4457e-05,3.5223e-05,1.4151e-05,1.4341e-05,3.8838e-05,1.4492e-05,0.000682324,0.002942936,7.8087e-05,0.000100612
