solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,0,10,device,0.005828867,0.005828867,0.005828566,0,0,0,0,0,0,0,0,0.005828566,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,1,10,device,0.005612773,0.005612773,0.005612452,0,0,0,0,0,0,0,0,0.005612452,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,2,10,device,0.005593144,0.005593144,0.005593083,0,0,0,0,0,0,0,0,0.005593083,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,3,10,device,0.005586764,0.005586764,0.005586704,0,0,0,0,0,0,0,0,0.005586704,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,4,10,device,0.005587785,0.005587785,0.005587725,0,0,0,0,0,0,0,0,0.005587725,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,5,10,device,0.005589287,0.005589287,0.005589228,0,0,0,0,0,0,0,0,0.005589228,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,6,10,device,0.005588516,0.005588516,0.005588446,0,0,0,0,0,0,0,0,0.005588446,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,7,10,device,0.005590099,0.005590099,0.005590038,0,0,0,0,0,0,0,0,0.005590038,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,8,10,device,0.005580014,0.005580014,0.005579953,0,0,0,0,0,0,0,0,0.005579953,0,0
tdma,cuda-cxx,1,128,128,4096,16384,4096,4096,9,10,device,0.005588817,0.005588817,0.005588757,0,0,0,0,0,0,0,0,0.005588757,0,0
