solver,implementation,nranks,n1,n2,n3,nsys,nrow_min,nrow_max,iter,iterations,mpi_mode,total_s_max,total_s_avg,local_compute_s_max,pack_forward_s_max,mpi_forward_s_max,unpack_forward_s_max,reduced_compute_s_max,pack_backward_s_max,mpi_backward_s_max,unpack_backward_s_max,update_compute_s_max,compute_s_max,communication_s_max,packing_s_max
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,0,10,device,0.056837084,0.0568361025,0.004702037,3.332e-05,0.04866455,4.4627e-05,2.9635e-05,1.0025e-05,0.007332224,1.334e-05,0.001388664,0.006108187,0.05063034,0.000101312
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,1,10,device,0.006153585,0.0061514615,0.00451148,2.5398e-05,0.000166851,2.2714e-05,1.4141e-05,1.0246e-05,2.3886e-05,9.704e-06,0.001371979,0.005896097,0.000190737,6.75520000001e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,2,10,device,0.006022408,0.006021767,0.004500093,2.3145e-05,5.7006e-05,2.1422e-05,1.2118e-05,1.3571e-05,3.4151e-05,9.61399999999e-06,0.001367432,0.005877711,8.2023e-05,6.60189999999e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,3,10,device,0.006015167,0.006014326,0.004494886,2.1822e-05,5.8407e-05,2.0811e-05,1.2329e-05,1.1988e-05,3.6845e-05,9.66400000002e-06,0.001367132,0.005872954,8.1232e-05,6.4115e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,4,10,device,0.006014325,0.00601421,0.004494435,2.2434e-05,5.5833e-05,2.0982e-05,1.2258e-05,9.71499999997e-06,2.2744e-05,9.645e-06,0.001367673,0.005874366,7.8396e-05,6.19530000001e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,5,10,device,0.006015808,0.00601392,0.004496277,2.2875e-05,5.5393e-05,2.0591e-05,1.2378e-05,9.88499999999e-06,2.4506e-05,1.0386e-05,0.00136581,0.005874465,7.9899e-05,6.2715e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,6,10,device,0.006022007,0.006020495,0.004499162,2.2433e-05,5.7296e-05,2.0922e-05,1.2529e-05,1.1938e-05,3.8097e-05,1.0226e-05,0.001368594,0.005880285,8.3405e-05,6.4317e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,7,10,device,0.006012563,0.006011767,0.004497299,2.4537e-05,5.6575e-05,2.0991e-05,1.2249e-05,9.98499999999e-06,2.0922e-05,9.71499999997e-06,0.001364688,0.005874236,7.7497e-05,6.5228e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,8,10,device,0.006008597,0.006007931,0.00449099,2.1923e-05,5.3049e-05,2.1062e-05,1.2519e-05,9.99499999998e-06,3.3431e-05,9.58400000001e-06,0.001368764,0.005869959,7.6496e-05,6.2494e-05
tdma,cuda-cxx,2,256,256,4096,65536,2048,2048,9,10,device,0.006016719,0.0060154075,0.004506804,2.7581e-05,5.0145e-05,2.1112e-05,1.2419e-05,1.1718e-05,3.8127e-05,9.68499999998e-06,0.001366621,0.005884922,8.8272e-05,6.9545e-05
